object_level;object_name;oktmo;region;mun_upper;mun_lower;settlement;population;settlement_fias_id_dadata;settlement_with_type_dadata;settlement_type_dadata;settlement_type_full_dadata;settlement_dadata;fias_id_dadata;fias_level_dadata;okato_dadata;oktmo_dadata;qc_geo_dadata;qc_dadata;latitude_dadata;longitude_dadata;Указавшие национальную принадлежность;Абазины;Абхазы;Аварцы;Андийцы;Арчинцы;Ахвахцы;Багулалы;Бежтинцы;Ботлихцы;Гинухцы;Годоберинцы;Гунзибцы;Дидойцы;Каратинцы;Тиндалы;Хваршины;Чамалалы;Агулы (агульцы);Адыгейцы (абадзехи, адыгейцы-черкесы, адыги, адыгэ, сирийские адыгейцы, адыги-черкесы, черкесы-бжедуги);Азербайджанцы (азер);Алеуты;Алтайцы;Теленгиты;Тубалары;Челканцы;Американцы (афроамериканцы);Арабы (алжирцы, египтяне, иорданцы, иракцы, йеменцы, катарцы, ливанцы, ливийцы, марокканцы, палестинцы, сирийцы);Армяне (русские армяне);Черкесогаи;Ассирийцы;Афганцы (афганистанцы, пуштуны, хазарейцы);Балкарцы;Башкиры;Белорусы (беларусы);Бесермяне;Болгары;Боснийцы;Британцы (англичане);Буряты;Венгры;Вепсы;Водь;Вьетнамцы;Гагаузы;Горские евреи;Греки (византийскийские греки, рум);Греки-урумы;Грузинские евреи;Грузины;Аджарцы;Ингилойцы;Лазы;Мегрелы (менгрелы, мингрелы);Сваны;Даргинцы;Кайтагцы;Кубачинцы;Долганы;Дунгане;Евреи;Езиды;Ижорцы;Ингуши;Индийцы (индуисты);Испанцы;Итальянцы;Ительмены;Кабардинцы (адыги (с языком кабардинским));Казахи;Калмыки;Камчадалы;Караимы;Каракалпаки;Карачаевцы (карачаево-черкесы, карачай);Карелы;Кереки;Кеты (остяки);Юги;Киргизы (кыргыз);Китайцы;Коми (коми-зыряне);Коми-ижемцы;Коми-пермяки (пермяки);Корейцы;Коряки;Алюторцы;Крымские татары;Крымчаки;Кубинцы;Кумандинцы;Кумыки;Курды (курд);Курманч;Лакцы (кулинцы, лаки);Латыши (курляндцы);Латгальцы;Лезгины;Литовцы;Македонцы;Манси;Марийцы (мари, марий);Горные марийцы;Лугово-восточные марийцы;Молдаване;Монголы;Мордва (мордвины, мордовцы);Мордва-мокша;Мордва-эрзя (эрзя);Нагайбаки;Нанайцы;Нганасаны;Негидальцы;Немцы (русские немцы);Меннониты;Ненцы;Нивхи;Ногайцы;Карагаши;Орочи;Осетины (аланы);Осетины-дигорцы (дигорон, дигорцы);Осетины-иронцы;Пакистанцы (белуджи, белуч);Памирцы;Персы (иранцы, фарсиваны);Поляки;Румыны;Русины;Русские (русаки, сибиряки);Казаки (кубанские казаки, русские казаки);Поморы;Рутульцы (рутул);Саамы (саами);Селькупы;Сербы;Словаки;Словенцы;Сойоты;Среднеазиатские евреи;Табасараны (табасаран, табасаранцы);Таджики;Тазы;Талыши;Татары (татар);Астраханские татары;Кряшены;Мишари;Сибирские татары;Таты (митагинцы);Телеуты;Тофалары;Тувинцы;Тувинцы-тоджинцы;Турки;Турки-месхетинцы;Туркмены;Удины;Удмурты;Удэгейцы;Узбеки;Уйгуры;Уйльта;Украинцы;Ульчи;Финны;Финны-ингерманландцы (ингерманландцы);Французы;Хакасы;Ханты;Хемшилы (хемшины);Хорваты;Цахуры (цахурцы);Цыгане (дом, сэрвы);Цыгане среднеазиатские;Черкесы (адыги (с языком черкесским), адыгэ (с языком черкесским), убыхи, адыги-черкесы (с языком черкесским), сирийские адыги);Черногорцы;Чехи;Чеченцы;Чеченцы-аккинцы;Чуванцы;Чуваши;Чукчи;Чулымцы;Шапсуги (адыги (с языком шапсугским);Шорцы;Эвенки (эвенк);Эвены (эвен);Энцы;Эскимосы;Эстонцы;Сету;Юкагиры;Якуты (саха) (саха);Японцы;Указавшие другие ответы о национальной принадлежности (не перечисленные выше);Нет национальной принадлежности*;Без нации;Без национальной принадлежности;Без национальности;Не имею национальной принадлежности;Никакая национальность;Нет;Отсутствует;Лица, в переписных листах которых национальная принадлежность не указана;Неизвестно;Нет сведений;Отказавшиеся отвечать на вопрос о национальной принадлежности;Затрудняюсь ответить;Не знаю;Не определились;Не понимаю;Отказ от ответа;Предпочитаю не отвечать
Населенный пункт;пгт Власиха;46773000051;Московская область;Городской округ Власиха (ЗАТО);Городской округ Власиха (ЗАТО);пгт Власиха;28240;def2094f-5d69-493d-8fea-778d51bb19a7;п Власиха;п;поселок;Власиха;def2094f-5d69-493d-8fea-778d51bb19a7;6.0;46573000000.0;46773000051.0;3.0;0.0;55.680815;37.1902369;27632;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11;0;1;0;1;0;1;0;32;0;0;0;0;15;137;0;2;0;0;5;1;0;0;0;0;0;1;0;0;10;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;0;0;0;1;28;0;0;0;0;3;0;0;0;0;8;0;0;0;2;3;0;0;1;0;0;0;0;0;0;1;3;0;1;0;0;0;10;0;0;16;0;12;0;0;0;0;0;0;10;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;25867;2;0;0;0;0;1;0;0;0;0;5;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;2;0;0;489;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;25;0;0;0;0;0;0;0;0;1;0;0;1;0;787;27;0;0;0;24;2;1;0;608;16;258;334;114;0;0;0;2;218
Населенный пункт;пгт Разумное;14610165051;Белгородская область;Белгородский муниципальный район;Городское поселение Поселок Разумное;пгт Разумное;28192;f0ac111c-ea1d-4e64-8356-55aeb0290d07;пгт Разумное;пгт;поселок городского типа;Разумное;f0ac111c-ea1d-4e64-8356-55aeb0290d07;6.0;14210565000;14610165051;3.0;0.0;50.533611;36.689562;26837;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;1;67;0;0;0;0;7;32;0;4;0;0;0;0;0;0;0;7;0;5;0;0;15;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;7;0;0;0;0;0;1;0;0;0;7;1;3;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;37;0;3;0;0;0;0;0;0;12;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;25673;1;0;0;0;0;0;0;0;0;0;4;5;0;0;36;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;26;0;0;411;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;357;42;0;0;0;42;0;0;0;1355;0;212;1143;39;0;0;0;0;1104
Населенный пункт;г. Ростов;78637101001;Ярославская область;Ростовский муниципальный район;Городское поселение Ростов;г. Ростов;28122;;;;;;ab242d02-4d6c-4a1a-a9ce-ed9db691fc31;4.0;78410000000;78637101001;4.0;0.0;57.2050397;39.4378513;25580;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269;0;0;0;0;0;0;0;192;0;0;0;0;15;31;0;1;0;0;0;0;0;0;0;0;0;8;0;0;29;0;0;0;0;0;9;0;0;0;0;1;7;0;8;0;0;0;0;0;8;0;0;0;0;0;2;0;0;0;6;0;16;0;1;7;0;0;1;0;0;0;9;0;0;1;1;0;13;3;0;0;3;0;0;9;0;6;0;1;0;0;0;0;21;0;0;0;0;0;0;20;0;0;0;0;0;1;1;0;24391;4;0;0;0;0;0;0;0;0;0;1;45;0;0;85;0;0;0;0;0;0;0;2;0;0;0;3;5;6;0;31;0;0;142;0;1;0;1;1;0;0;0;1;24;0;0;0;0;38;0;0;19;0;0;0;0;0;0;0;0;2;0;0;0;0;50;32;0;0;0;28;0;4;0;2542;0;604;1938;177;0;0;0;0;1761
Населенный пункт;г. Заречный;65737000001;Свердловская область;Городской округ Заречный;Городской округ Заречный;г. Заречный;28112;;;;;;8018ae42-55a5-4297-a126-b482aee0b634;4.0;65426000000;65518000001;4.0;0.0;56.8103256;61.3380277;25855;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;1;21;0;0;0;0;93;43;0;1;0;0;1;0;0;0;0;0;1;2;0;0;4;0;0;0;0;0;3;0;0;0;0;5;1;0;0;0;0;1;0;0;28;0;0;0;0;0;0;0;0;0;15;0;3;0;3;2;0;0;3;0;0;0;5;0;0;2;0;0;18;0;0;0;38;0;0;5;0;25;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;24136;0;0;0;1;0;0;0;0;0;0;9;70;0;0;302;0;0;0;0;0;0;0;0;0;0;0;2;0;49;0;64;0;0;171;0;2;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;42;0;0;0;1;0;0;0;0;1;0;0;0;0;575;19;0;0;0;19;0;0;0;2257;0;1584;673;69;0;0;0;1;603
Населенный пункт;г. Киров;29614101001;Калужская область;"Муниципальный район ""Город Киров и Кировский район""";Городское поселение Город Киров;г. Киров;28097;;;;;;7c875ac0-5c75-4798-8786-564ccb5bd9f2;4.0;29214501000.0;29614101001.0;4.0;1.0;54.0789799;34.3076309;26585;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;11;0;0;0;0;3;36;0;0;0;0;1;0;0;0;0;5;0;0;0;0;4;0;0;0;0;0;6;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;18;0;2;0;0;0;0;0;0;9;0;1;0;0;0;0;4;0;0;0;0;0;1;0;0;25772;0;0;5;0;0;0;0;0;0;0;1;77;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;87;0;0;92;0;0;0;0;0;0;0;0;0;41;0;0;0;1;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;269;51;0;0;0;51;0;0;0;1512;0;930;582;16;0;0;0;0;566
Населенный пункт;город Семилуки;20649101001;Воронежская область;Семилукский муниципальный район;Городское поселение;город Семилуки;27938;;;;;;15d507b5-f67e-4ee6-9f25-683562699fac;4.0;20249501000.0;20649101001.0;4.0;0.0;51.6951946;39.0188991;26776;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;2;247;0;0;0;0;1;18;0;1;0;0;0;0;0;0;0;0;0;9;0;0;14;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;6;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;6;0;2;0;0;0;0;0;0;10;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;25789;6;0;0;0;0;0;0;0;0;0;1;20;0;0;20;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;28;1;0;105;0;1;0;0;0;0;0;0;0;15;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;349;74;0;0;0;64;0;10;0;1162;0;490;672;89;0;0;0;0;583
Населенный пункт;г. Славгород;1719000001;Алтайский край;Городской округ город Славгород;Городской округ город Славгород;г. Славгород;27900;;;;;;94ae181d-b153-4dd1-8a2f-12852919875f;4.0;1419000000.0;1539000001.0;4.0;0.0;52.999413;78.6458451;27149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;3;0;0;0;0;0;46;0;0;0;0;4;28;0;7;0;0;4;0;0;0;0;0;0;5;0;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;173;0;0;0;0;0;0;0;0;0;1;0;0;0;2;7;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;3;0;0;7;0;1;0;0;0;0;0;0;812;0;0;0;1;0;0;2;0;0;0;0;0;11;0;0;25107;0;0;0;0;0;0;0;0;0;0;0;24;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;19;0;0;551;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;3;0;195;11;0;0;0;6;0;5;0;751;1;287;463;61;0;0;0;0;402
Населенный пункт;г. Аша;75609101001;Челябинская область;Ашинский муниципальный район;Ашинское городское поселение;г. Аша;27890;;;;;;c1c960ba-28ed-4a23-9663-668a10e8dbc1;4.0;75403000000;75609101001;4.0;0.0;54.990582;57.2784381;24885;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;2;38;0;0;0;0;1264;52;0;1;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;5;0;0;0;1;8;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;8;0;0;0;3;3;0;0;1;0;0;0;1;4;0;0;4;0;3;0;0;0;373;0;0;7;1;19;0;0;2;0;0;0;28;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;20340;2;0;0;0;0;0;0;0;0;0;0;10;0;0;2318;0;1;0;0;0;0;0;0;0;1;0;0;0;4;0;44;0;0;84;0;0;0;0;1;0;0;0;0;14;0;0;0;0;2;0;0;42;0;0;0;0;0;0;0;0;1;0;0;0;0;91;34;0;0;0;24;0;10;0;3005;0;2220;785;141;0;0;0;0;644
Населенный пункт;пгт Энем;79630157051;Республика Адыгея;Тахтамукайский муниципальный район;Городское поселение пгт Энем;пгт Энем;27717;f1d3013a-a89c-421f-82a5-2df00a96a8d2;пгт Энем;пгт;поселок городского типа;Энем;f1d3013a-a89c-421f-82a5-2df00a96a8d2;6.0;79230557000.0;79630157051.0;3.0;0.0;44.9263995;38.9107709;24992;8;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5494;113;0;0;0;0;0;0;13;538;0;2;1;3;9;13;0;8;0;0;1;0;0;0;0;0;0;25;0;0;26;0;0;0;0;0;18;0;0;0;0;14;17;0;5;0;0;0;0;22;9;0;0;0;0;5;0;0;0;0;4;0;1;0;1;109;0;0;0;0;0;0;2;46;0;54;0;0;33;6;0;0;0;0;0;14;0;12;0;0;0;0;0;0;19;0;1;0;1;0;0;12;0;0;0;0;3;7;0;0;15204;9;0;13;0;0;0;0;0;0;0;95;71;0;0;140;0;0;0;0;0;0;0;0;0;9;0;10;0;0;0;47;0;0;162;0;0;0;0;0;0;0;0;0;359;0;1548;0;0;26;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;136;594;0;0;0;592;1;1;0;2725;0;761;1964;39;0;0;0;0;1925
Населенный пункт;г. Барабинск;50604101001;Новосибирская область;Барабинский муниципальный район;Городское поселение город Барабинск;г. Барабинск;27648;;;;;;0133a54d-617a-4682-8885-e22c85588be8;4.0;50405000000.0;50604101001.0;4.0;0.0;55.3515169;78.3464604;25796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;61;0;0;0;1;9;15;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;3;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0;5;0;0;6;0;3;0;0;0;0;0;0;98;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;24859;0;0;0;0;0;0;0;0;0;0;0;28;0;0;214;0;0;0;0;0;0;0;80;0;1;0;0;0;9;0;16;0;0;36;0;0;0;0;0;0;0;0;0;17;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;212;25;0;0;0;21;0;4;0;1852;0;1705;147;35;0;0;0;2;110
Населенный пункт;г. Еманжелинск;75619101001;Челябинская область;Еманжелинский муниципальный район;Еманжелинское городское поселение;г. Еманжелинск;27632;;;;;;450daf49-c6ce-4bbd-9e3e-350e6ad3bc6c;4.0;75409000000;75619101001;4.0;0.0;54.7554485;61.3243638;26711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;2;0;0;0;0;0;26;0;0;0;0;191;30;0;3;0;0;0;0;0;0;0;2;0;81;0;0;12;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;51;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;8;0;0;6;0;18;0;0;7;0;0;0;183;0;0;0;0;0;0;4;0;0;0;0;0;6;0;0;24308;5;0;0;0;0;0;0;0;0;0;1;58;0;0;923;0;0;0;0;0;0;0;0;0;1;0;8;0;4;0;140;0;0;286;0;0;0;0;0;0;0;0;0;93;0;0;0;0;1;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;195;22;0;0;1;17;0;4;0;921;0;316;605;28;0;0;0;1;576
Населенный пункт;посёлок Придорожный;36614421126;Самарская область;Волжский муниципальный район;Сельское поселение Лопатино;посёлок Придорожный;27515;76dfae74-3dcb-4b44-b4d1-2f634f1f906b;п Придорожный;п;поселок;Придорожный;76dfae74-3dcb-4b44-b4d1-2f634f1f906b;6.0;36214821004;36614421126;3.0;0.0;53.0860041;50.1587223;25115;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;1;176;0;0;0;0;111;12;0;0;0;0;0;0;0;0;0;1;0;1;0;0;15;0;0;0;0;0;1;0;0;0;0;10;4;0;0;0;0;0;0;1;302;0;0;0;0;0;0;0;0;0;4;0;1;0;0;6;0;0;0;0;0;0;4;0;0;3;1;0;11;0;0;0;7;0;0;4;0;187;1;4;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;22628;3;0;0;0;0;0;0;0;0;0;2;102;0;0;893;0;0;0;0;0;0;0;0;0;1;0;1;0;5;0;66;3;0;110;0;2;0;0;0;0;0;0;0;1;0;0;0;0;10;0;0;181;0;0;0;0;1;0;0;0;1;0;0;0;0;146;50;0;0;0;43;0;7;0;2400;0;1615;785;64;2;0;0;1;718
Населенный пункт;пгт Иноземцево кп;7712000056;Ставропольский край;Городской округ Город-курорт Железноводск;Городской округ Город-курорт Железноводск;пгт Иноземцево кп;27500;de9430c3-b81d-4f07-909c-ddf0b9b5ff67;п Иноземцево;п;поселок;Иноземцево;de9430c3-b81d-4f07-909c-ddf0b9b5ff67;6.0;07412553000;07712000056;3.0;0.0;44.0970899;43.0894193;25543;1;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;125;0;0;0;0;0;0;3;2189;0;1;2;7;4;21;0;0;0;0;0;0;0;0;0;2;3;668;0;0;69;0;0;0;0;0;32;0;0;0;0;6;22;0;5;0;4;0;0;59;9;14;0;0;0;15;0;0;0;0;1;0;1;0;0;20;0;0;0;0;0;0;7;0;0;18;0;0;31;0;0;0;2;0;0;9;0;4;0;0;0;0;0;0;30;0;0;1;17;0;0;45;0;0;0;0;5;0;0;0;21698;21;0;7;0;0;2;0;0;0;0;9;6;0;0;54;0;0;0;0;0;0;0;0;0;6;0;3;0;5;0;22;0;0;109;0;0;0;0;0;0;0;0;4;26;0;6;0;0;31;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;104;10;0;0;0;10;0;0;0;1957;0;257;1700;193;0;0;0;0;1507
Населенный пункт;г. Старая Русса;49639101001;Новгородская область;Старорусский муниципальный район;городское поселение город Старая Русса;г. Старая Русса;27487;;;;;;bc4e8fbc-54dc-4114-9c48-fd7a9b3e2e5c;4.0;49413000000.0;49639101001.0;4.0;0.0;57.9907473;31.355452;24654;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;22;0;0;0;3;5;39;0;0;0;0;0;0;0;0;0;0;0;3;0;0;6;0;0;0;0;0;5;0;0;0;0;4;0;0;1;0;0;0;0;0;14;0;0;0;0;3;2;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;3;0;1;3;0;0;2;0;0;10;0;4;0;0;0;0;0;0;10;0;0;0;0;0;0;6;0;0;0;0;1;2;0;1;24009;4;0;1;1;0;0;0;0;0;0;0;10;0;0;21;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;17;0;0;123;0;0;0;0;0;0;0;0;0;24;0;0;0;0;10;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;229;16;0;0;0;15;0;1;0;2833;0;2372;461;377;0;0;0;0;84
Населенный пункт;г. Дивногорск;4709000001;Красноярский край;Городской округ город Дивногорск;Городской округ город Дивногорск;г. Дивногорск;27477;;;;;;76cc6918-6b7c-42b4-80da-4635d97d0da1;4.0;4409000000.0;4709000001.0;4.0;0.0;55.9577356;92.380129;25793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;39;0;0;0;1;3;37;0;2;0;0;2;0;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;3;2;0;0;0;0;1;0;0;0;10;0;1;0;2;4;0;0;0;0;0;0;0;0;0;0;10;2;4;5;0;0;6;0;0;2;0;17;0;0;0;0;1;0;75;0;2;0;0;0;0;1;0;0;0;0;0;2;0;0;24872;0;0;0;0;0;0;0;0;0;0;0;44;0;0;72;0;1;0;0;0;0;0;189;0;0;0;0;0;11;0;13;0;0;176;0;1;0;0;16;0;0;0;0;1;0;0;0;0;1;0;0;48;0;0;0;0;4;0;0;0;6;0;0;3;0;59;31;0;0;0;31;0;0;0;1684;15;1065;604;366;1;0;0;0;237
Населенный пункт;г. Похвистнево;36727000001;Самарская область;Городской округ Похвистнево;Городской округ Похвистнево;г. Похвистнево;27333;;;;;;ddb9cec8-ee07-4788-b80d-39535aea78f9;4.0;36427000000;36727000001;4.0;0.0;53.6497658;52.1234466;26380;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;1;0;182;0;0;0;0;17;31;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;1;0;0;5;19;0;0;0;0;1;0;0;0;0;2;0;0;0;0;7;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;5;0;0;5;0;810;0;8;0;0;0;0;104;0;0;0;0;0;0;6;0;0;0;0;0;2;0;0;20269;3;0;0;0;0;0;0;0;0;0;0;118;0;0;2649;0;0;0;0;1;0;0;0;0;2;0;9;0;3;0;169;3;0;88;0;0;0;0;0;1;0;0;0;2;0;0;0;0;9;0;1;1735;0;0;0;1;0;0;0;0;0;0;0;2;0;70;68;0;0;0;65;0;3;0;953;0;539;414;68;1;0;0;0;345
Населенный пункт;г. Киржач;17630101001;Владимирская область;Киржачский муниципальный район;Городское поселение город Киржач;г. Киржач;27318;;;;;;115db243-1238-412f-a2a1-6d53ef30ba9e;4.0;17230501000.0;17630101001.0;4.0;0.0;56.1486461;38.8635967;26629;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;2;178;0;0;0;0;2;25;0;0;0;0;0;0;1;0;87;2;0;1;0;0;27;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;11;2;1;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;21;0;35;2;0;0;0;0;0;7;0;0;0;0;0;0;2;0;0;0;3;0;4;0;0;25293;0;0;0;0;0;0;0;0;0;0;1;122;0;0;58;0;0;0;0;0;0;0;0;0;2;0;1;0;3;0;159;0;0;111;0;2;0;0;1;0;0;0;0;14;0;0;0;0;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;358;30;0;1;0;29;0;0;0;689;3;222;464;142;0;0;0;0;322
Населенный пункт;пгт Красково дп;46748000056;Московская область;Городской округ Люберцы;Городской округ Люберцы;пгт Красково дп;27306;36ce34f2-c23b-424b-86a6-58f7bcb3c982;пгт Красково;пгт;поселок городского типа;Красково;36ce34f2-c23b-424b-86a6-58f7bcb3c982;6.0;46448556000.0;46748000056.0;3.0;0.0;55.65879;37.9885476;25469;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;5;270;0;0;3;0;19;40;0;0;0;0;4;0;0;0;0;6;0;6;0;0;47;0;0;0;0;0;6;0;0;0;0;18;0;0;3;1;0;0;0;7;23;7;0;0;0;0;1;0;0;0;36;1;0;0;0;7;0;0;0;0;0;0;5;0;0;0;1;0;8;1;0;0;5;0;0;68;1;47;3;0;0;0;0;0;7;0;2;0;4;0;0;12;0;0;0;0;0;3;4;0;23692;3;0;0;0;0;1;0;0;0;0;4;100;0;0;172;0;2;0;0;0;0;0;2;0;3;0;7;0;4;0;96;0;0;221;0;0;0;0;0;0;0;0;9;2;0;0;0;0;7;0;0;46;0;0;0;0;0;0;0;3;2;0;0;2;0;283;86;0;0;0;67;0;19;0;1837;26;477;1334;88;0;0;0;0;1246
Населенный пункт;г. Кушва;65748000001;Свердловская область;Кушвинский городской округ;Кушвинский городской округ;г. Кушва;27306;;;;;;c2b7db39-9ef3-4d9d-a109-a3870b583d45;4.0;65470000000;65534000001;4.0;0.0;58.2825138;59.7647615;26253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;24;0;0;0;0;57;39;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;4;0;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;10;0;31;0;0;0;0;0;0;61;0;0;0;0;0;0;2;0;0;0;0;0;8;0;0;24843;2;0;0;0;0;0;0;0;0;0;0;51;0;0;521;0;0;0;0;0;0;0;0;0;1;0;2;0;15;0;25;0;0;88;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;1;0;0;0;0;219;101;0;0;0;95;0;6;0;1053;0;346;707;31;0;0;0;0;676
Населенный пункт;г. Мирный;11725000001;Архангельская область;"Городской округ ""Мирный"" (ЗАТО)";"Городской округ ""Мирный"" (ЗАТО)";г. Мирный;27262;;;;;;977c7606-1b37-4424-84f7-b0c66c3e4b94;4.0;11525000000.0;11725000001.0;4.0;1.0;62.764551;40.336094;26754;2;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31;0;22;0;0;0;0;0;70;0;7;0;2;98;111;0;2;0;0;5;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;17;0;0;0;0;0;1;0;43;1;0;0;0;57;71;10;0;0;2;5;8;0;0;0;3;1;4;0;1;7;0;0;1;0;0;0;5;1;0;3;1;0;8;0;0;0;45;0;0;20;0;25;0;0;0;1;0;0;17;0;3;0;9;0;0;41;0;0;0;0;0;4;0;0;24884;11;4;1;0;1;0;0;0;0;0;15;17;0;0;266;0;0;0;0;0;0;0;50;0;4;0;0;0;30;0;27;0;0;398;0;0;0;1;9;0;0;0;1;5;0;7;0;0;5;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;133;32;0;0;0;30;0;2;0;508;0;241;267;37;0;0;0;0;230
