object_level;object_name;oktmo;region;mun_upper;mun_lower;settlement;population;settlement_fias_id_dadata;settlement_with_type_dadata;settlement_type_dadata;settlement_type_full_dadata;settlement_dadata;fias_id_dadata;fias_level_dadata;okato_dadata;oktmo_dadata;qc_geo_dadata;qc_dadata;latitude_dadata;longitude_dadata;Указавшие национальную принадлежность;Абазины;Абхазы;Аварцы;Андийцы;Арчинцы;Ахвахцы;Багулалы;Бежтинцы;Ботлихцы;Гинухцы;Годоберинцы;Гунзибцы;Дидойцы;Каратинцы;Тиндалы;Хваршины;Чамалалы;Агулы (агульцы);Адыгейцы (абадзехи, адыгейцы-черкесы, адыги, адыгэ, сирийские адыгейцы, адыги-черкесы, черкесы-бжедуги);Азербайджанцы (азер);Алеуты;Алтайцы;Теленгиты;Тубалары;Челканцы;Американцы (афроамериканцы);Арабы (алжирцы, египтяне, иорданцы, иракцы, йеменцы, катарцы, ливанцы, ливийцы, марокканцы, палестинцы, сирийцы);Армяне (русские армяне);Черкесогаи;Ассирийцы;Афганцы (афганистанцы, пуштуны, хазарейцы);Балкарцы;Башкиры;Белорусы (беларусы);Бесермяне;Болгары;Боснийцы;Британцы (англичане);Буряты;Венгры;Вепсы;Водь;Вьетнамцы;Гагаузы;Горские евреи;Греки (византийскийские греки, рум);Греки-урумы;Грузинские евреи;Грузины;Аджарцы;Ингилойцы;Лазы;Мегрелы (менгрелы, мингрелы);Сваны;Даргинцы;Кайтагцы;Кубачинцы;Долганы;Дунгане;Евреи;Езиды;Ижорцы;Ингуши;Индийцы (индуисты);Испанцы;Итальянцы;Ительмены;Кабардинцы (адыги (с языком кабардинским));Казахи;Калмыки;Камчадалы;Караимы;Каракалпаки;Карачаевцы (карачаево-черкесы, карачай);Карелы;Кереки;Кеты (остяки);Юги;Киргизы (кыргыз);Китайцы;Коми (коми-зыряне);Коми-ижемцы;Коми-пермяки (пермяки);Корейцы;Коряки;Алюторцы;Крымские татары;Крымчаки;Кубинцы;Кумандинцы;Кумыки;Курды (курд);Курманч;Лакцы (кулинцы, лаки);Латыши (курляндцы);Латгальцы;Лезгины;Литовцы;Македонцы;Манси;Марийцы (мари, марий);Горные марийцы;Лугово-восточные марийцы;Молдаване;Монголы;Мордва (мордвины, мордовцы);Мордва-мокша;Мордва-эрзя (эрзя);Нагайбаки;Нанайцы;Нганасаны;Негидальцы;Немцы (русские немцы);Меннониты;Ненцы;Нивхи;Ногайцы;Карагаши;Орочи;Осетины (аланы);Осетины-дигорцы (дигорон, дигорцы);Осетины-иронцы;Пакистанцы (белуджи, белуч);Памирцы;Персы (иранцы, фарсиваны);Поляки;Румыны;Русины;Русские (русаки, сибиряки);Казаки (кубанские казаки, русские казаки);Поморы;Рутульцы (рутул);Саамы (саами);Селькупы;Сербы;Словаки;Словенцы;Сойоты;Среднеазиатские евреи;Табасараны (табасаран, табасаранцы);Таджики;Тазы;Талыши;Татары (татар);Астраханские татары;Кряшены;Мишари;Сибирские татары;Таты (митагинцы);Телеуты;Тофалары;Тувинцы;Тувинцы-тоджинцы;Турки;Турки-месхетинцы;Туркмены;Удины;Удмурты;Удэгейцы;Узбеки;Уйгуры;Уйльта;Украинцы;Ульчи;Финны;Финны-ингерманландцы (ингерманландцы);Французы;Хакасы;Ханты;Хемшилы (хемшины);Хорваты;Цахуры (цахурцы);Цыгане (дом, сэрвы);Цыгане среднеазиатские;Черкесы (адыги (с языком черкесским), адыгэ (с языком черкесским), убыхи, адыги-черкесы (с языком черкесским), сирийские адыги);Черногорцы;Чехи;Чеченцы;Чеченцы-аккинцы;Чуванцы;Чуваши;Чукчи;Чулымцы;Шапсуги (адыги (с языком шапсугским);Шорцы;Эвенки (эвенк);Эвены (эвен);Энцы;Эскимосы;Эстонцы;Сету;Юкагиры;Якуты (саха) (саха);Японцы;Указавшие другие ответы о национальной принадлежности (не перечисленные выше);Нет национальной принадлежности*;Без нации;Без национальной принадлежности;Без национальности;Не имею национальной принадлежности;Никакая национальность;Нет;Отсутствует;Лица, в переписных листах которых национальная принадлежность не указана;Неизвестно;Нет сведений;Отказавшиеся отвечать на вопрос о национальной принадлежности;Затрудняюсь ответить;Не знаю;Не определились;Не понимаю;Отказ от ответа;Предпочитаю не отвечать
Населенный пункт;г. Межгорье;80707000001;Республика Башкортостан;Городской округ город Межгорье (ЗАТО);Городской округ город Межгорье (ЗАТО);г. Межгорье;15697;;;;;;5fd3a551-8553-4571-bfc8-2bfb211686f5;4.0;80507000000;80707000001;4.0;0.0;54.2396811;57.9612743;15522;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;1;9;0;0;0;0;5179;37;0;1;0;0;1;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;38;0;0;0;0;0;2;0;0;0;5;0;2;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;21;0;0;13;0;25;0;1;6;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;9015;2;0;0;0;0;0;0;0;0;0;0;3;0;0;876;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;13;1;0;146;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;0;36;0;0;0;0;0;0;0;0;1;0;0;0;0;29;16;0;0;0;16;0;0;0;175;0;44;131;17;0;0;0;0;114
Населенный пункт;посёлок Зимовники;60619417101;Ростовская область;Зимовниковский муниципальный район;Зимовниковское сельское поселение;посёлок Зимовники;15691;ef4c0ecc-d43a-44c0-a577-ea13e165ddb1;п Зимовники;п;поселок;Зимовники;ef4c0ecc-d43a-44c0-a577-ea13e165ddb1;6.0;60219817001;60619417101;3.0;0.0;47.1453719;42.4676643;15518;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;161;0;0;0;0;1;23;0;1;0;0;1;0;0;0;0;1;0;1;0;0;5;0;0;0;0;0;35;0;0;0;0;1;0;0;6;0;0;0;0;0;15;3;0;0;0;3;0;0;0;0;0;0;1;0;1;8;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;4;0;0;45;0;3;0;0;0;0;0;0;16;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;13926;111;0;0;0;0;0;0;0;0;0;0;1;0;0;42;0;0;0;0;0;0;0;0;0;525;1;1;0;7;0;10;0;0;55;0;0;0;0;0;0;0;0;0;185;0;0;0;0;297;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;34;16;0;0;0;12;0;4;0;173;0;98;75;16;0;0;0;0;59
Населенный пункт;пгт Емельяново;4614151051;Красноярский край;Емельяновский муниципальный район;Городское поселение поселок Емельяново;пгт Емельяново;15649;878d58f0-36fa-4ef7-adac-f00add63887f;пгт Емельяново;пгт;поселок городского типа;Емельяново;878d58f0-36fa-4ef7-adac-f00add63887f;6.0;4214551000.0;4614151051.0;3.0;0.0;56.1686437;92.6866976;12472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;70;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;0;1;0;0;7;0;0;5;0;10;0;2;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12051;5;0;0;0;0;0;0;0;0;0;0;43;0;0;35;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;18;0;0;50;0;0;0;0;5;0;0;0;0;1;0;0;0;0;2;0;0;16;0;0;0;0;3;0;0;0;2;1;0;0;1;39;33;0;0;0;32;0;1;0;3177;0;2938;239;116;0;0;0;2;121
Населенный пункт;г. Болотное;50606101001;Новосибирская область;Болотнинский муниципальный район;Городское поселение город Болотное;г. Болотное;15644;;;;;;7e18e6d0-f7e1-4ada-a845-cc7ab5431a1a;4.0;50206501000.0;50606101001.0;4.0;0.0;55.6692803;84.3906602;15231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;1;0;0;0;0;0;58;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;18;0;6;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;1;0;2;0;0;0;0;0;0;58;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;14349;2;0;0;0;0;0;0;0;0;0;0;25;0;0;15;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;24;0;0;18;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;105;418;0;0;0;416;0;2;0;413;0;104;309;33;0;0;0;0;276
Населенный пункт;г. Кизел;57719000001;Пермский край;"Городской округ ""Город Кизел""";"Городской округ ""Город Кизел""";г. Кизел;15619;;;;;;cc8b9eb5-bd4e-4472-8314-f889e8a6679c;4.0;57418000000.0;57523000001.0;4.0;0.0;59.0512352;57.6471132;14936;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;7;0;0;0;0;25;21;0;0;0;0;0;0;0;0;4;0;0;1;0;0;5;0;0;0;0;0;4;0;0;0;0;3;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;1;0;16;1;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0;0;5;0;0;4;0;5;0;0;0;0;0;0;36;0;1;0;1;0;0;2;0;0;0;0;1;2;0;0;13365;0;0;0;0;0;0;1;0;0;0;0;95;0;0;1028;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;24;0;0;68;0;1;0;0;0;0;0;0;0;23;0;0;0;0;2;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;58;23;0;0;0;22;0;1;0;683;0;464;219;29;0;1;0;1;188
Населенный пункт;пгт Товарково;29608164051;Калужская область;"Муниципальный район ""Дзержинский район""";Городское поселение Поселок Товарково;пгт Товарково;15606;8e017d81-34e8-4d38-8b45-0f3c35058c11;пгт Товарково 1-е;пгт;поселок городского типа;Товарково 1-е;8e017d81-34e8-4d38-8b45-0f3c35058c11;6.0;29208000000.0;29000000.0;5.0;0.0;54.67724;35.942735;13796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;21;0;0;0;0;4;11;0;0;0;0;0;0;0;0;0;1;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;13;1;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;3;1;4;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;12788;1;0;0;0;0;0;0;0;0;0;1;22;0;0;18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;39;0;0;60;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;333;392;0;1;0;391;0;0;0;1810;0;1747;63;8;0;0;0;0;55
Населенный пункт;село Поселье;81622415106;Республика Бурятия;Иволгинский муниципальный район;Сельское поселение Гурульбинское;село Поселье;15603;e916763c-4281-4bc5-b41c-e5b5cd69ae6d;с Поселье;с;село;Поселье;e916763c-4281-4bc5-b41c-e5b5cd69ae6d;6.0;81222815002.0;81622415106.0;3.0;0.0;51.8057402;107.5376329;15167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;0;0;0;6;0;4;0;0;0;0;0;1;0;0;0;0;11769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;3;0;0;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;28;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3161;0;0;0;0;0;0;0;0;9;0;0;5;0;0;41;0;0;0;0;0;0;0;12;0;0;0;0;0;1;0;20;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;25;0;0;0;0;0;0;11;0;42;13;0;0;0;13;0;0;0;436;0;245;191;112;0;0;0;3;76
Населенный пункт;станица Анапская;3703000106;Краснодарский край;Городской округ город-курорт Анапа;Городской округ город-курорт Анапа;станица Анапская;15593;;;;;;eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed;4.0;3403000000.0;3501000001.0;4.0;1.0;44.8948984;37.3162896;14843;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;3;0;0;0;0;0;0;1;1054;0;0;0;1;4;9;0;2;0;0;1;0;0;0;0;0;0;22;0;0;38;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;14;0;0;0;0;3;0;0;0;0;3;2;0;0;0;5;0;0;62;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;13149;16;0;0;0;0;0;0;0;0;0;6;0;0;0;258;0;0;0;0;0;0;0;5;5;0;0;3;0;0;0;28;0;0;60;0;0;0;0;0;0;0;0;0;16;0;1;0;1;4;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;34;5;0;0;0;5;0;0;0;750;0;148;602;21;0;0;0;0;581
Населенный пункт;пгт Семендер;82701362071;Республика Дагестан;Городской округ город Махачкала;Городской округ город Махачкала;пгт Семендер;15565;5400d78d-2a68-4f4b-9186-11173f586e5d;пгт Семендер;пгт;поселок городского типа;Семендер;5400d78d-2a68-4f4b-9186-11173f586e5d;6.0;82401683000.0;82701362071.0;3.0;0.0;42.9911799;47.4021163;15074;0;0;4553;6;0;0;1;17;0;0;0;0;10;19;0;0;0;66;0;48;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1772;0;2;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5163;0;0;1096;0;0;846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;1;0;0;0;89;0;0;259;0;0;0;0;0;0;0;278;5;0;0;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;369;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;477;0;0;0;474;0;3;0;491;0;18;473;27;0;0;0;0;446
Населенный пункт;пгт Кратово дп;46768000066;Московская область;Раменский городской округ;Раменский городской округ;пгт Кратово дп;15565;85de79fc-9f86-4caf-b5f5-6c30775cd4a4;пгт Кратово;пгт;поселок городского типа;Кратово;85de79fc-9f86-4caf-b5f5-6c30775cd4a4;6.0;46468566000.0;46568000066.0;3.0;1.0;55.5973949;38.1635172;10484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;1;28;0;0;0;0;1;9;0;0;0;0;0;0;1;0;0;0;0;1;0;0;12;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10110;0;0;0;0;0;0;0;0;0;0;0;13;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;72;148;0;0;0;148;0;0;0;5081;0;640;4441;42;0;0;0;0;4399
Населенный пункт;г. Жирновск;18612101001;Волгоградская область;Жирновский муниципальный район;Городское поселение Жирновское ;г. Жирновск;15555;;;;;;1f9bda6f-45a5-4bf5-b1d8-434d763ea834;4.0;18212501000.0;18612101001.0;4.0;0.0;50.9769212;44.7857873;14393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;54;0;0;0;0;3;11;0;2;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;17;0;0;0;0;0;6;2;0;0;2;0;0;2;0;3;0;0;0;0;0;0;80;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;13820;10;0;0;0;0;0;0;0;0;0;0;3;0;0;29;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;11;0;0;123;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;113;18;0;0;0;15;2;1;0;1162;0;50;1112;27;0;0;0;1;1084
Населенный пункт;посёлок Навля;15638151051;Брянская область;Навлинский муниципальный район;Навлинское городское поселение;посёлок Навля;15536;f7abbe95-004d-4acb-8369-45d28af3c25a;рп Навля;рп;рабочий поселок;Навля;f7abbe95-004d-4acb-8369-45d28af3c25a;6.0;15238551000;15638151051;3.0;0.0;52.8301087;34.5066338;14596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;40;0;0;0;0;1;19;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;14279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;52;0;0;0;0;0;0;0;0;0;6;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;121;19;0;0;0;5;0;14;0;940;0;676;264;17;0;0;0;0;247
Населенный пункт;пгт Заводской;90701000056;Республика Северная Осетия — Алания;Городской округ город Владикавказ;Городской округ город Владикавказ;пгт Заводской;15508;431fd011-bfe9-4a71-85ce-824287638306;пгт Заводской;пгт;поселок городского типа;Заводской;431fd011-bfe9-4a71-85ce-824287638306;6.0;90401655000;90701000056;3.0;0.0;43.1077853;44.6453692;15026;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;209;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;10;0;0;167;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;12281;8;1;0;0;0;1;0;0;2271;0;0;0;0;0;0;0;0;0;0;0;3;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;0;5;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;4;0;0;0;482;0;291;191;10;0;0;0;0;181
Населенный пункт;г. Дегтярск;65736000001;Свердловская область;Городской округ Дегтярск;Городской округ Дегтярск;г. Дегтярск;15497;;;;;;079bd9a9-7a84-4e6e-8a69-e73433e51e41;4.0;65484503000;65517000001;4.0;0.0;56.7048;60.0790826;14991;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;4;9;0;0;0;0;119;11;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;3;1;0;0;2;0;0;0;0;0;0;0;0;5;0;3;1;0;1;2;0;0;16;0;0;4;0;9;0;0;1;0;0;0;7;0;1;0;0;0;0;3;0;0;0;0;0;2;2;0;13637;0;0;0;0;0;0;0;0;0;0;0;53;0;0;743;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;50;0;0;44;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;107;24;0;0;0;24;0;0;0;506;0;48;458;23;0;0;0;0;435
Населенный пункт;г. Свирск;25746000001;Иркутская область;    Свирское муниципальное образование - городское население - г. Свирск;    Свирское муниципальное образование - городское население - г. Свирск;г. Свирск;15485;;;;;;7fe23cce-7e33-4bf3-af78-3148f177de4e;7.0;25427000000.0;25746000001.0;2.0;1.0;53.0838888;103.3413682;15415;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;28;0;0;0;0;2;8;0;0;0;0;66;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15076;0;0;0;0;0;0;0;0;0;0;4;25;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;26;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;5;33;3;0;0;0;3;0;0;0;70;0;32;38;8;0;0;0;0;30
Населенный пункт;пгт Сузун рп;50648151051;Новосибирская область;Сузунский муниципальный район;Городское поселение рабочий посёлок Сузун;пгт Сузун рп;15482;d6cd939b-8d37-46f9-aef0-557507bfd465;рп Сузун;рп;рабочий поселок;Сузун;d6cd939b-8d37-46f9-aef0-557507bfd465;6.0;50248551000.0;50648151051.0;3.0;0.0;53.7891996;82.3161043;15326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;43;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;6;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;5;0;3;0;0;0;0;0;0;212;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;14716;0;1;0;0;0;0;0;0;0;0;0;37;0;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;149;21;0;0;0;18;0;3;0;156;0;67;89;21;0;0;0;0;68
Населенный пункт;г. Ясный;53732000001;Оренбургская область;Ясненский городской округ;Ясненский городской округ;г. Ясный;15471;;;;;;c30ba5a3-1222-4fde-a8d0-ef2d8494e4c8;4.0;53432000000.0;53507000001.0;4.0;0.0;51.0368874;59.8742748;15090;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;110;0;0;0;0;128;49;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;4107;0;0;0;1;0;0;0;0;0;2;2;0;0;3;29;0;0;0;0;0;0;0;0;0;15;0;0;9;5;0;0;9;0;0;13;0;82;0;2;3;0;0;0;170;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;9159;1;0;0;0;0;0;0;0;0;0;0;57;0;0;466;0;2;0;0;0;0;0;0;0;0;0;1;0;15;0;18;0;0;392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;58;0;0;0;0;0;0;0;0;1;0;0;0;0;55;11;0;0;0;10;0;1;0;381;10;242;129;21;0;0;0;0;108
Населенный пункт;село Подстепки;36640440101;Самарская область;Ставропольский муниципальный район;Сельское поселение Подстепки;село Подстепки;15455;dd0b2baf-b9f5-48ca-97d5-00e6e99115ba;с Подстепки;с;село;Подстепки;dd0b2baf-b9f5-48ca-97d5-00e6e99115ba;6.0;36240840001;36640440101;3.0;0.0;53.5179261;49.1533951;13263;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;67;0;0;0;0;9;15;0;0;0;0;0;0;0;0;1;1;0;1;0;0;19;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;1;0;0;0;0;0;2;4;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;3;0;71;0;0;0;0;0;0;15;0;0;0;1;0;0;5;0;0;0;0;0;1;0;0;12088;0;0;0;0;0;0;0;0;0;0;0;24;0;0;375;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;49;0;0;54;0;0;0;3;0;0;0;2;0;0;0;0;0;0;5;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;47;263;0;0;0;262;0;1;0;2192;0;197;1995;631;0;0;0;0;1364
Населенный пункт;посёлок Зональная Станция;69654428101;Томская область;Томский муниципальный район;Зональненское сельское поселение;посёлок Зональная Станция;15421;71b900e8-214d-422e-8658-42fbf5147f24;п Зональная Станция;п;поселок;Зональная Станция;71b900e8-214d-422e-8658-42fbf5147f24;6.0;69254000030;69654428101;3.0;0.0;56.4268771;85.0227819;12577;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;3;0;0;1;11;0;0;0;0;3;20;0;0;0;0;20;0;0;0;0;0;0;4;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;1;0;11;0;0;0;1;12;0;0;0;0;0;0;1;0;0;0;3;0;2;0;0;0;1;0;0;5;0;8;1;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;11815;0;0;0;0;6;0;0;0;0;0;0;11;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;84;0;1;0;0;7;0;0;0;0;3;0;0;0;0;18;0;0;14;0;1;0;0;1;0;0;0;1;0;0;4;0;225;25;0;0;0;25;0;0;0;2844;0;2515;329;95;0;0;0;1;233
